platform,totalShows,movies,series,subscribers_mil,revenue_bil,genre,genre_count,market_share_pct,yearly_growth_count,originalContent_pct,userRating,criticalAcclaim_pct,globalReach_pct,contentDiversity_pct,dailyActiveUsers_mil,avgWatchTime_hrs,retention_pct,satisfaction_rating,ageGroup,ageGroup_pct,country,country_rating,country_subscribers,avgBudget_mil,originalBudget_mil,totalSpend_bil,month,monthly_releases,avgWatchTimeByGenre_mins
Netflix,15301,11280,1964,157,10.97,Drama,1650,50.63,14543,61.89,8.38,51,82,65,77,3.94,95,4.96,35-44,6,France,7.83,73424257,15.01,25.38,19.84,Oct,34,39
Amazon Prime,2724,1421,4453,199,28.76,Action,1678,8.42,14807,74.26,6.5,50,83,68,66,1.76,73,3.5,18-24,27,United Kingdom,7.37,24395547,11.52,17.61,15.42,Mar,39,74
Amazon Prime,7756,10425,3881,117,11.83,Action,405,7.48,11249,94.24,6.49,74,70,75,71,4.44,95,4.49,35-44,18,India,8.55,31287205,12.52,28.17,9.82,Dec,8,56
Amazon Prime,7878,8980,4482,180,24.14,Romance,379,53.69,14331,67.37,8.3,64,70,66,97,1.55,86,3.84,18-24,28,United States,7.2,68681226,16.55,26.04,10.48,Mar,12,38
Disney+,2919,12711,504,206,16.16,Action,426,18.92,2966,77.11,6.85,88,90,68,100,4.11,92,4.67,18-24,11,Canada,7.82,35313902,17.97,14.62,12.93,Sep,14,71
Disney+,12768,4403,1452,153,29.08,Documentary,580,58.58,10533,81.65,8.31,84,82,92,81,4.16,95,4.66,18-24,14,Germany,8.38,50992687,10.79,24.46,18.35,Mar,8,53
Disney+,13152,13333,1328,179,18.62,Romance,1733,7.43,1835,73.7,9.47,63,78,90,80,1.66,80,4.37,45-54,6,United Kingdom,8.4,56391324,8.65,19.94,9.25,Feb,29,73
Amazon Prime,10192,12080,2158,92,12.68,Romance,385,13.42,9621,79.47,8.58,71,85,65,75,3.14,70,3.55,25-34,32,Australia,8.1,41492111,13.02,10.98,5.89,Jan,40,41
Netflix,1882,7973,4915,134,21.76,Action,557,38.43,13266,71.57,6.48,73,93,79,95,4.09,93,4.23,18-24,17,Canada,8.5,12984859,12.43,23.94,13.32,Nov,10,73
Amazon Prime,3771,948,2453,148,3.7,Drama,1468,22.02,972,64.13,6.7,89,96,60,95,2.76,80,3.4,55+,6,India,8.44,45120687,10.95,16.97,8.1,Jul,7,28
Netflix,13482,5270,1234,93,24.2,Animation,1572,23.9,6894,88.0,7.27,84,88,62,70,3.46,79,4.77,55+,12,Japan,7.24,26176512,19.14,22.74,18.54,Jul,45,32
Netflix,7545,12753,812,190,29.96,Drama,1895,17.07,9983,73.3,7.91,85,95,96,91,3.73,88,3.38,55+,25,Japan,7.07,56819634,13.34,18.4,12.72,Nov,44,29
Amazon Prime,10199,11031,3998,141,15.89,Comedy,748,57.89,9185,88.7,8.06,60,93,93,84,1.82,88,3.47,25-34,31,Germany,7.99,50785182,13.52,11.79,13.69,Mar,27,26
Netflix,15972,13427,1693,35,16.71,Drama,1217,7.26,602,76.9,7.16,54,87,93,80,2.44,91,3.84,35-44,15,United States,8.61,43509128,17.92,14.74,13.56,May,41,65
Amazon Prime,4102,8122,1192,157,2.93,Action,754,42.94,14479,83.07,8.97,68,84,95,94,2.6,98,3.13,55+,10,Canada,8.09,36579896,6.9,18.71,14.94,May,32,42
Disney+,13547,10200,2194,57,34.7,Comedy,615,11.32,6082,91.29,6.04,88,77,69,92,3.64,75,3.69,55+,28,India,7.48,19650781,5.88,15.9,14.3,Jan,33,75
Netflix,11718,13706,4621,159,32.99,Horror,1845,53.95,15001,66.42,7.89,80,71,79,53,1.43,97,4.17,35-44,11,Canada,8.62,60551055,13.84,19.94,9.02,Feb,44,60
Disney+,7791,13717,3609,204,11.04,Documentary,509,13.71,10133,67.59,6.81,60,89,75,51,4.49,99,4.24,55+,12,Brazil,9.0,33253744,15.41,21.11,9.69,Oct,47,50
Amazon Prime,12265,895,2151,135,22.99,Action,470,43.27,13223,84.63,7.94,80,71,95,53,2.63,97,4.31,25-34,35,South Korea,8.28,3150841,15.29,29.83,18.07,Dec,23,43
Disney+,10514,8386,4270,141,25.33,Action,275,11.24,14511,86.46,9.16,54,94,93,76,3.8,98,4.11,55+,14,United Kingdom,8.32,21207070,7.79,10.71,18.45,Jun,36,44
Amazon Prime,11345,10799,2426,20,30.57,Documentary,1612,40.02,14696,62.49,8.27,85,88,81,69,3.27,83,4.81,18-24,27,Japan,8.41,47464429,13.19,10.84,6.15,Dec,47,61
Amazon Prime,12257,1915,4352,173,20.78,Romance,1716,13.45,8775,86.71,6.96,76,77,62,97,2.81,79,3.07,35-44,31,South Korea,8.83,36486353,7.82,21.45,15.84,Jul,35,75
Netflix,3212,10652,3903,210,12.79,Animation,952,27.07,12561,89.73,7.82,57,81,63,96,3.35,99,4.97,55+,13,India,8.67,27260695,5.34,25.93,19.3,Mar,53,73
Netflix,7724,4183,1961,127,18.8,Action,1267,47.42,1483,69.72,6.63,66,81,66,64,4.21,99,3.68,18-24,33,South Korea,8.94,41820150,5.57,12.96,7.34,May,32,37
Disney+,15447,11478,2214,218,16.24,Drama,413,23.76,6257,65.66,7.98,63,93,79,61,3.13,90,4.21,35-44,31,Canada,7.81,25260547,11.62,27.67,9.09,Feb,45,40
Netflix,2366,5839,4369,128,17.4,Comedy,1923,16.64,2104,88.95,7.59,53,87,71,74,4.47,90,3.76,35-44,9,Germany,8.61,71763555,13.5,23.83,11.1,Feb,47,38
Amazon Prime,7801,9169,1372,214,16.5,Comedy,1110,5.04,17703,74.58,7.22,57,81,95,77,2.41,70,3.5,35-44,30,Brazil,7.99,57971767,11.43,22.55,6.07,Feb,47,71
Amazon Prime,14319,8536,4566,142,29.14,Comedy,1264,43.26,15026,78.93,6.86,50,93,86,71,3.8,91,4.05,55+,7,Canada,7.87,43360690,15.43,15.49,10.3,May,6,51
Amazon Prime,16085,8131,3547,108,29.65,Animation,1233,31.06,2379,71.65,8.17,54,96,94,83,3.99,85,4.47,45-54,6,Germany,7.81,38961192,9.82,28.08,11.63,Nov,54,54
Amazon Prime,6739,12934,581,131,29.9,Action,1521,39.62,3425,63.49,6.97,55,87,63,90,2.44,76,3.06,35-44,23,South Korea,7.1,51918414,18.99,11.25,10.96,Nov,23,58
Netflix,5392,13611,4485,54,12.98,Action,1708,35.73,12744,78.59,6.6,51,89,89,84,4.43,88,3.56,18-24,8,France,7.22,61333206,10.33,14.61,12.08,Dec,50,62
Disney+,12753,5026,2748,63,7.1,Documentary,661,42.39,5393,76.96,9.4,65,70,96,86,3.39,71,4.25,35-44,7,United Kingdom,8.27,4370789,10.58,22.44,12.71,Jan,36,35
Disney+,4587,13851,2813,52,15.09,Animation,1841,13.03,698,61.67,9.09,63,82,60,91,3.82,84,3.3,18-24,5,Germany,7.44,65360627,8.55,12.31,7.4,Aug,6,72
Amazon Prime,7118,4031,3707,206,0.52,Documentary,1753,47.3,1004,62.34,9.28,79,94,95,61,1.07,73,3.27,25-34,10,France,8.2,69995968,10.78,10.38,10.29,Sep,18,27
Disney+,7275,5875,636,73,34.01,Drama,1415,55.7,13888,63.56,7.99,62,75,96,89,3.67,94,4.68,35-44,23,Germany,7.74,49107809,15.05,18.51,12.15,May,43,41
Disney+,7075,3432,3809,191,5.12,Romance,482,8.09,12288,65.22,8.23,68,70,66,94,1.62,70,3.51,35-44,12,Brazil,8.45,37506741,7.7,12.06,11.76,Mar,6,29
Netflix,6559,3986,952,110,28.27,Animation,177,19.87,15052,83.77,8.42,72,85,86,77,2.49,86,3.82,18-24,28,South Korea,8.14,10067815,13.77,10.64,9.7,May,5,61
Netflix,11874,12515,3827,94,20.62,Romance,1478,43.56,2239,80.04,6.33,66,97,85,58,1.95,98,4.81,55+,26,United Kingdom,7.38,74988636,14.17,29.4,18.24,Nov,49,34
Amazon Prime,13976,3842,386,80,25.04,Action,392,38.27,9372,73.28,6.53,66,97,67,79,1.22,93,4.83,35-44,26,South Korea,7.23,22591089,11.68,10.56,8.95,Mar,20,45
Amazon Prime,4062,13792,3127,215,14.01,Action,1064,29.29,14773,87.16,9.25,73,99,99,86,3.23,87,3.63,18-24,27,Germany,7.04,53942947,13.67,12.85,14.81,Jul,22,34
Netflix,14379,4413,526,94,26.36,Animation,1124,14.66,11421,85.42,6.55,75,72,93,55,4.35,78,3.61,45-54,7,Germany,8.86,48258452,13.43,28.09,13.24,Mar,44,40
Disney+,8307,14242,3149,89,0.61,Animation,1951,5.72,4194,86.96,7.78,80,89,69,60,1.32,79,4.65,25-34,7,Germany,7.24,7099335,16.71,13.14,9.04,Mar,34,39
Disney+,10226,11633,3172,161,19.14,Horror,492,58.1,7174,84.98,8.19,86,92,65,73,4.37,83,3.09,18-24,23,Australia,7.87,34764324,7.57,13.12,9.65,Jun,34,37
Netflix,8892,3943,4782,210,13.28,Animation,1569,34.69,11129,92.88,9.38,72,91,84,77,1.75,77,3.97,35-44,25,United Kingdom,8.27,20374825,12.57,27.05,6.49,Feb,33,61
Amazon Prime,4290,9142,2048,45,10.57,Comedy,569,21.81,7180,60.99,7.91,68,76,67,72,2.9,83,4.81,45-54,23,Japan,7.26,11800975,12.51,22.53,6.71,Oct,49,62
Disney+,3653,861,2625,54,0.76,Comedy,726,43.67,10160,76.68,9.01,65,100,61,75,2.71,80,4.31,45-54,21,Germany,8.88,60683464,14.88,19.62,10.98,Nov,45,74
Disney+,7101,1756,2227,133,7.05,Action,1961,42.53,14535,91.37,9.35,86,92,93,82,2.12,87,3.36,35-44,21,United Kingdom,8.9,41960352,7.88,16.8,19.17,Jan,41,25
Amazon Prime,11838,2432,2304,77,33.07,Action,1727,23.03,13141,88.1,6.33,71,82,85,62,2.82,98,3.41,45-54,18,France,7.13,28279438,5.78,19.83,15.87,Mar,38,54
Netflix,4200,14311,988,220,5.36,Action,1923,26.03,9127,83.6,7.2,56,80,62,69,4.38,98,4.6,25-34,14,Germany,7.57,19299119,5.97,21.75,17.5,Sep,38,25
Netflix,12491,12837,4519,48,28.97,Romance,1157,9.56,11532,78.49,6.09,61,71,70,52,1.4,98,3.36,45-54,22,India,7.63,64926796,9.95,15.27,13.57,Feb,9,35
Disney+,5370,2433,4838,86,21.7,Animation,1725,11.77,3894,86.09,9.43,66,71,63,66,2.61,91,4.12,45-54,7,United States,8.69,8101229,9.28,28.38,13.66,Jul,11,31
Amazon Prime,4958,7539,2228,113,28.05,Romance,1316,29.39,8493,60.81,6.43,63,73,61,66,1.45,97,3.57,45-54,17,Australia,8.05,74494190,17.75,18.52,10.95,Mar,6,73
Disney+,8810,1736,2934,187,1.95,Horror,260,52.79,5785,68.38,6.61,52,95,100,64,3.63,98,3.27,45-54,22,France,7.64,60736711,14.23,11.92,17.32,Oct,36,70
Amazon Prime,10278,5663,710,161,25.77,Animation,1222,39.53,7172,62.18,7.36,81,95,81,52,1.91,89,3.33,18-24,23,Germany,8.13,16237250,14.97,11.44,9.01,Apr,13,74
Amazon Prime,7098,1090,3990,76,12.41,Documentary,106,52.16,14091,68.06,9.37,72,86,61,54,4.03,74,3.16,18-24,22,Germany,8.17,28326249,16.93,28.46,6.43,Jul,12,31
Disney+,1268,5512,290,83,9.8,Comedy,201,50.61,17781,82.29,9.3,80,76,92,80,1.05,99,4.65,35-44,21,Germany,8.14,51074295,5.06,13.75,12.66,May,18,43
Amazon Prime,3953,7718,2491,210,3.35,Action,1536,55.74,5357,80.79,6.31,70,76,65,99,1.22,86,3.41,18-24,27,India,7.92,40228244,12.51,17.48,12.72,May,10,28
Amazon Prime,6316,10822,2170,199,13.74,Romance,180,42.86,14554,80.52,7.28,68,83,70,78,2.53,88,4.4,25-34,18,Germany,7.19,56098986,18.38,12.02,19.31,Feb,45,75
Disney+,9073,1460,1863,131,14.07,Documentary,1789,44.99,12804,78.59,8.34,85,76,72,66,1.67,93,4.87,55+,34,South Korea,8.71,61791169,13.99,14.38,14.82,Nov,35,52
Disney+,8976,6137,2604,32,19.5,Comedy,777,33.1,14499,84.06,8.86,57,83,62,53,3.04,84,4.78,35-44,6,South Korea,7.28,16120640,16.44,23.02,11.2,Jan,47,54
Amazon Prime,1340,14340,3955,226,19.14,Action,1456,44.63,14288,80.67,7.25,72,83,82,89,1.92,90,4.79,35-44,27,Canada,7.47,44463493,7.2,28.53,16.49,Dec,45,49
Amazon Prime,14860,4414,3848,8,27.13,Horror,402,27.59,17927,85.25,7.36,87,95,68,65,2.44,74,3.52,35-44,21,United Kingdom,8.03,65666931,6.7,23.61,6.48,Jan,5,26
Amazon Prime,3759,4528,2168,200,13.25,Animation,1098,33.59,5623,66.61,9.25,60,82,72,94,2.44,89,4.81,55+,29,United Kingdom,8.0,68514472,16.66,17.36,13.51,Jul,41,53
Netflix,14062,1465,3976,171,3.86,Romance,1400,21.5,10251,84.12,7.18,64,91,85,97,1.17,88,4.45,35-44,27,Australia,7.29,14556549,12.13,28.51,12.76,Nov,33,73
Netflix,1775,13767,2794,110,5.1,Action,1940,47.53,3577,67.15,6.37,85,98,80,54,1.39,75,4.49,18-24,35,United Kingdom,7.57,58258316,5.14,11.21,16.17,Sep,40,52
Disney+,13374,6666,1558,186,24.54,Drama,1881,10.39,12757,88.53,8.79,83,70,95,71,1.62,83,4.52,45-54,23,Japan,7.24,73722268,17.33,25.61,8.56,Jan,31,38
Amazon Prime,11116,11291,3946,142,16.36,Romance,1252,19.71,4528,87.75,7.85,58,70,87,84,2.04,94,3.03,55+,29,India,8.14,22861996,6.36,10.22,11.67,Jun,10,42
Amazon Prime,10889,4337,375,145,12.13,Horror,269,28.73,6694,65.93,7.85,61,90,100,78,2.97,84,3.48,18-24,7,Japan,7.47,11222572,8.2,28.05,16.95,Jul,27,71
Amazon Prime,11479,5620,4681,45,21.76,Animation,1748,29.03,2520,75.99,8.24,86,97,99,97,2.34,100,3.77,18-24,31,South Korea,8.31,10981313,18.13,15.15,19.97,Sep,53,38
Amazon Prime,8549,13668,1602,3,11.07,Action,1183,27.2,15368,70.53,6.22,61,86,75,75,1.14,84,3.81,35-44,10,United States,7.52,6370216,8.16,26.93,9.51,Jun,14,57
Disney+,11247,10460,2612,85,15.7,Action,604,18.12,9786,88.73,8.69,82,90,77,72,3.46,91,4.91,25-34,20,Canada,8.26,71252513,15.76,17.8,11.31,May,44,25
Amazon Prime,1851,10914,4858,190,1.65,Action,1583,37.71,13437,64.95,7.71,70,91,69,99,1.38,92,4.3,35-44,34,South Korea,8.59,54544611,15.88,29.84,11.78,Sep,6,42
Amazon Prime,4470,11512,797,95,34.5,Action,612,16.45,14841,67.12,7.9,79,73,84,56,4.18,85,4.35,55+,11,Japan,7.03,47579046,9.16,16.52,12.41,Mar,35,58
Amazon Prime,5506,1852,1457,155,10.88,Drama,260,26.76,8449,84.63,8.89,87,79,96,86,2.93,72,3.67,35-44,21,Japan,8.94,20523603,8.42,25.29,17.69,Aug,21,25
Disney+,10110,10474,4319,118,24.27,Drama,1667,48.99,15353,80.51,9.24,65,77,96,93,2.85,85,3.7,18-24,16,India,7.32,10655454,18.07,23.21,7.87,Sep,43,52
Amazon Prime,10115,1926,4001,31,16.61,Horror,1617,35.94,4334,93.73,9.18,67,74,65,79,2.67,71,4.09,45-54,14,United States,8.4,71188033,14.89,16.39,8.57,Jan,31,64
Amazon Prime,3564,1232,2173,196,7.22,Drama,159,29.38,12453,86.28,6.85,85,99,74,71,4.06,80,3.79,45-54,19,South Korea,7.76,57925952,16.9,25.87,5.94,Feb,15,61
Netflix,12026,3442,3505,102,4.45,Horror,884,57.14,13470,80.74,9.48,85,85,86,80,1.05,94,4.53,18-24,34,Brazil,8.83,38529217,17.22,24.07,15.99,Oct,48,55
Netflix,9540,6723,2109,175,29.06,Action,668,16.72,8255,67.43,9.22,69,87,97,61,4.16,96,4.03,25-34,29,India,7.54,9752167,6.71,11.3,15.05,Oct,54,72
Netflix,4098,9008,944,47,26.22,Romance,1202,42.46,1561,89.05,6.21,84,78,72,89,2.24,92,4.98,45-54,20,United States,8.47,13562928,11.51,16.02,19.42,Jul,39,65
Amazon Prime,8726,13469,2677,14,18.36,Animation,1454,44.59,8655,89.7,7.03,62,85,97,53,3.21,77,3.83,45-54,20,Brazil,7.29,25316891,13.87,25.54,8.16,Mar,24,36
Amazon Prime,9271,12561,4587,158,15.39,Horror,1729,39.82,11362,84.87,9.48,83,76,60,66,2.02,70,3.36,25-34,14,Australia,7.87,28507010,14.47,24.64,12.26,Jul,10,42
Amazon Prime,8238,6106,1044,13,20.84,Action,778,45.75,7589,73.19,8.1,88,87,94,85,1.69,84,4.74,45-54,14,Australia,7.06,38344068,11.58,25.62,6.04,Mar,45,67
Amazon Prime,11954,5414,1568,172,18.68,Horror,1795,23.59,6541,72.69,6.36,68,86,100,83,1.26,100,4.7,45-54,29,Brazil,8.94,57994716,8.78,21.74,12.63,Mar,54,72
Netflix,16385,6516,3040,226,12.27,Documentary,1600,7.17,14807,74.24,8.63,50,84,88,56,4.48,100,4.8,55+,20,India,7.51,26230781,10.29,25.63,11.98,Jan,11,26
Amazon Prime,8084,2791,4154,20,30.37,Action,985,54.95,4512,70.69,7.79,67,76,100,98,3.82,97,3.19,45-54,22,Germany,8.08,46555945,5.93,20.24,17.11,Feb,9,59
Amazon Prime,14855,12111,2733,73,11.63,Documentary,281,5.83,6511,79.52,9.49,65,99,63,82,2.79,79,3.7,55+,13,Brazil,7.68,51544158,19.63,17.6,17.03,Jul,36,75
Amazon Prime,4408,4275,4998,107,25.41,Animation,1833,45.19,11861,63.82,8.02,66,73,76,73,1.1,94,4.3,45-54,17,Japan,7.83,65059974,9.36,28.45,13.3,Dec,19,42
Disney+,10261,9821,3607,143,14.59,Documentary,253,21.43,9040,81.22,8.63,64,87,75,77,1.44,98,4.3,25-34,29,France,7.68,5696827,8.69,19.67,6.0,Nov,19,49
Amazon Prime,6286,13429,1704,142,13.04,Horror,579,10.97,3127,87.96,7.27,76,89,61,72,3.55,81,3.36,45-54,5,South Korea,8.3,16587253,18.13,28.22,11.45,Oct,51,64
Disney+,6776,8640,3465,190,22.79,Action,703,58.16,1262,67.48,7.63,61,81,91,96,2.01,84,3.8,35-44,6,Japan,8.29,32789562,7.66,29.74,9.13,Nov,50,27
Amazon Prime,1596,1105,3642,175,7.34,Comedy,1817,35.3,7788,67.94,9.36,85,99,60,58,3.3,75,3.35,35-44,32,India,7.94,17499003,8.6,22.68,6.96,Jun,14,54
Disney+,2940,11917,4389,96,34.59,Comedy,778,26.67,7729,78.0,9.37,60,99,83,99,2.94,97,4.65,18-24,30,Japan,8.61,24215355,9.27,29.44,17.78,Oct,36,27
Disney+,14590,13878,1775,182,16.08,Drama,150,26.02,12007,85.24,8.76,60,85,77,65,2.48,73,4.98,25-34,9,Japan,7.93,69190633,12.53,26.38,15.54,Dec,49,25
Amazon Prime,6066,5886,2160,82,26.82,Animation,492,12.99,5299,84.58,7.62,75,94,82,78,4.33,80,3.77,45-54,15,United Kingdom,8.77,17366304,18.47,26.14,10.15,Nov,46,48
Disney+,16611,6469,3020,37,31.4,Romance,536,35.45,16405,84.74,7.87,66,73,67,56,2.24,84,3.29,25-34,10,South Korea,7.93,20033335,10.56,20.34,10.17,Jul,13,35
Amazon Prime,13818,5823,1021,198,29.39,Comedy,1186,23.68,17445,76.07,7.23,65,95,73,55,3.54,70,3.02,35-44,34,Brazil,8.3,54654663,11.04,13.13,15.37,May,35,32
Disney+,10574,14720,3753,111,28.36,Romance,1426,8.37,9323,85.16,8.75,68,83,75,91,1.74,96,4.4,18-24,11,United Kingdom,7.46,17200873,6.14,14.23,13.83,Dec,23,60
Netflix,3110,7373,810,11,33.2,Romance,578,34.17,10938,63.21,7.25,61,88,77,76,1.72,97,4.22,35-44,5,Japan,7.92,72641074,8.23,26.75,17.26,Oct,15,26
Netflix,16518,1025,4922,98,19.89,Romance,689,8.83,12226,67.14,7.48,73,83,96,54,4.07,98,3.13,25-34,12,Canada,8.45,36301322,13.86,16.03,18.4,Jun,6,58
Netflix,1127,8063,2321,96,9.88,Comedy,1070,10.46,841,64.26,7.38,81,75,83,77,1.32,99,4.84,45-54,17,Australia,8.33,19497779,19.37,18.97,7.9,Sep,36,28
Amazon Prime,9854,3843,3057,150,27.15,Action,1242,51.37,14877,89.2,6.28,82,91,60,94,2.4,86,3.07,45-54,25,United States,8.47,17861074,17.87,29.6,10.43,Jun,47,42
Netflix,2059,14479,4163,84,12.51,Comedy,1665,33.05,12313,94.9,8.71,59,84,75,72,2.61,86,3.42,55+,19,United Kingdom,7.68,8322958,5.78,26.57,19.56,Dec,52,66
Disney+,1882,8175,4730,203,5.11,Documentary,1633,25.17,12066,81.07,6.73,63,88,91,78,3.42,76,4.58,45-54,27,Japan,7.78,13441646,7.41,17.53,19.51,Dec,13,69
Amazon Prime,12989,11504,2323,82,34.09,Animation,1201,51.44,7895,64.93,7.61,50,82,81,97,1.78,91,3.82,25-34,35,United Kingdom,7.17,60338110,8.6,15.96,16.03,Sep,31,71
Amazon Prime,9302,4325,3061,72,16.0,Romance,1873,37.95,16435,78.12,8.2,84,96,71,70,4.28,76,4.59,35-44,10,Brazil,7.52,3360508,15.75,11.68,13.34,Jun,48,30
Netflix,9054,7004,3849,131,4.45,Documentary,901,42.0,7127,91.73,8.14,88,93,60,83,4.38,86,3.22,35-44,34,Australia,8.46,31384668,17.07,18.08,17.3,Mar,35,56
Amazon Prime,2187,4997,4288,45,25.49,Documentary,981,37.45,9300,84.26,6.7,90,90,93,57,2.16,89,4.53,55+,5,France,7.68,64292937,7.6,27.91,15.86,Apr,9,25
Disney+,5400,1007,2690,113,6.97,Documentary,1721,5.75,16247,80.23,8.92,88,87,93,50,2.43,79,4.62,35-44,15,Japan,7.45,16836115,16.61,14.04,6.83,Jan,43,36
Amazon Prime,3160,936,954,211,3.02,Animation,952,41.24,16710,76.45,8.59,58,98,94,64,2.92,74,3.85,45-54,24,Brazil,7.31,6750672,18.86,19.03,15.81,Feb,39,56
Netflix,16338,12601,469,199,6.22,Animation,1022,13.36,12094,66.98,8.98,69,86,62,68,3.55,100,4.16,35-44,23,France,8.75,11843397,6.1,10.38,17.54,Mar,33,31
Amazon Prime,3683,7929,4558,30,26.54,Comedy,1287,17.52,15151,84.93,8.52,84,77,78,96,3.45,80,4.73,25-34,22,United States,8.9,72315827,15.26,29.38,9.93,May,20,54
Amazon Prime,13712,3777,487,124,28.65,Comedy,563,39.02,1162,90.47,7.42,83,90,79,92,4.08,74,4.36,25-34,35,Brazil,8.14,6763620,9.63,16.81,5.79,Dec,18,39
Netflix,7669,13122,2143,205,9.11,Animation,1800,48.68,11356,69.52,9.02,59,93,97,65,2.49,70,4.53,25-34,33,South Korea,7.83,37270088,13.34,15.38,17.54,Dec,35,69
Disney+,1582,9041,4218,153,20.41,Documentary,381,14.25,13121,63.07,9.25,81,80,85,81,3.93,81,4.93,45-54,29,United Kingdom,7.24,13663408,18.62,27.58,17.49,Dec,46,42
Disney+,8801,7777,4702,8,33.16,Action,325,44.37,5630,85.73,7.85,57,89,84,96,2.79,70,4.18,25-34,28,United Kingdom,8.76,51256642,14.13,23.73,13.37,Feb,7,59
Amazon Prime,14593,8608,3781,159,15.45,Romance,247,45.16,9256,75.7,7.44,83,85,85,63,1.63,75,4.04,18-24,8,United Kingdom,8.75,3023802,18.94,23.63,17.82,Aug,52,55
Amazon Prime,12176,4867,3675,93,27.34,Horror,1429,59.48,15565,62.83,7.11,85,89,99,71,2.37,71,4.03,25-34,28,Brazil,7.18,43685838,6.29,23.91,18.04,Mar,36,36
Netflix,6837,2911,3577,107,34.23,Comedy,1732,10.36,6629,74.28,8.96,85,83,62,51,1.22,94,4.98,45-54,10,Brazil,7.67,36218476,15.72,21.19,11.23,Jan,9,67
Disney+,7653,14981,1851,170,34.68,Horror,1332,55.67,5023,61.05,8.56,51,85,78,91,3.07,78,3.42,55+,26,South Korea,7.95,42270024,19.95,14.21,18.82,Apr,21,33
Disney+,9317,10373,331,201,19.48,Action,714,57.77,13335,94.32,7.45,72,88,71,56,2.23,78,4.67,18-24,12,Japan,8.52,67562667,18.26,28.31,11.85,Sep,41,39
Netflix,6215,11254,2393,69,8.22,Horror,361,52.59,13302,80.16,7.42,79,82,88,85,1.46,96,3.41,18-24,29,United Kingdom,8.57,4731662,18.35,12.03,14.18,Feb,30,53
Amazon Prime,8765,11896,686,188,34.76,Drama,1840,47.88,4351,76.33,6.01,64,83,91,95,4.3,70,4.82,25-34,18,Japan,7.95,34226766,7.82,21.48,11.9,Mar,39,26
Amazon Prime,4119,4061,4462,102,33.61,Horror,1310,6.11,9410,71.25,7.2,76,92,68,80,2.37,97,3.76,35-44,8,Canada,7.88,32387740,7.14,21.82,7.72,Nov,9,36
Netflix,1783,8406,1028,222,3.59,Animation,178,33.95,3345,64.17,6.73,77,84,88,72,2.12,70,3.18,35-44,7,Brazil,8.43,18525457,14.24,13.83,18.94,Jul,48,47
Disney+,7563,10943,2033,97,28.52,Action,1912,14.44,3226,61.1,9.49,68,80,90,61,3.46,96,3.08,25-34,15,South Korea,8.77,59969270,13.21,18.74,16.04,Jul,25,56
Amazon Prime,14894,4927,3192,53,24.41,Horror,771,15.48,6914,73.94,6.02,76,77,85,87,1.15,93,3.55,25-34,12,France,7.89,22530885,5.8,25.9,5.03,Mar,37,30
Netflix,3646,5548,3294,69,18.19,Drama,1181,44.49,6214,75.65,8.45,88,83,96,97,3.32,98,4.28,45-54,28,India,8.37,24852540,6.04,27.26,11.45,Aug,51,26
Amazon Prime,13794,823,4843,52,9.17,Drama,714,38.86,15116,70.4,8.3,52,88,69,58,2.16,100,3.34,18-24,5,South Korea,7.13,64527497,16.98,14.29,10.1,Jul,29,58
Netflix,15436,12698,2821,207,10.65,Documentary,673,9.77,11332,82.03,6.57,84,97,76,89,2.3,83,3.3,25-34,17,India,8.99,5025864,16.55,19.77,7.32,Mar,6,50
Disney+,12228,6309,2314,95,26.03,Comedy,310,59.84,3677,71.46,6.45,86,84,63,86,1.56,93,4.99,35-44,27,United Kingdom,8.88,55169656,5.1,16.99,19.63,Jul,7,54
Netflix,14611,8202,3704,223,28.39,Comedy,1298,49.91,6905,64.83,6.71,75,80,93,64,1.38,70,4.93,55+,16,Australia,7.44,60594052,15.62,19.79,10.26,Jun,26,55
Amazon Prime,8292,11441,2637,75,2.32,Romance,788,59.95,15809,64.66,9.39,53,71,95,88,3.69,81,4.55,45-54,30,United Kingdom,7.47,25344450,5.33,15.55,12.66,Mar,41,50
Amazon Prime,2334,3539,3922,62,15.03,Horror,1395,51.24,7034,80.26,7.35,70,76,83,64,3.82,78,3.22,18-24,21,United Kingdom,8.23,35961831,15.34,25.18,9.45,Aug,48,75
Amazon Prime,8178,8257,1468,36,23.43,Drama,594,29.35,2512,92.7,6.03,52,93,86,96,1.32,80,3.83,55+,12,India,8.64,32787128,15.49,12.0,19.17,Nov,46,52
Amazon Prime,2485,8230,371,65,29.44,Horror,1412,55.75,637,85.61,8.27,50,78,73,85,2.05,92,4.48,55+,15,France,8.08,37957566,7.44,15.18,9.55,Jul,47,65
Netflix,5800,9916,947,91,32.64,Action,337,40.15,2377,65.88,7.63,75,73,97,61,4.34,72,4.18,18-24,19,United Kingdom,7.8,20287976,15.72,22.84,8.59,Jul,6,46
Netflix,11274,3979,1456,205,18.87,Action,962,59.79,7955,60.44,7.17,70,90,82,82,2.86,96,3.12,55+,13,Canada,8.74,51502823,11.91,10.09,13.77,Apr,13,27
Netflix,4640,14855,1640,172,1.53,Horror,1842,45.31,2289,78.98,9.38,61,80,95,85,1.4,94,4.35,18-24,5,Germany,7.89,23884874,10.29,16.62,14.34,Sep,14,54
